COLUMN 1: Name of Issuer	COLUMN 2: Title of Class	COLUMN 3: CUSIP Number	COLUMN 4: Market Value	COLUMN 5: Amount and Type of Security	 	 	COLUMN 6: Investment Discretion	COLUMN 7: Other Managers	COLUMN 8: Voting Authority	 	 
ARCOS DORADOS HOLDINGS INC 	SHS CLASS -A -	G0457F107	83	11400	SH	Put	DFND	01, 02	11400	0	0
ARENA PHARMACEUTICALS INC 	COM NEW	040047607	224	3824	SH		DFND	01, 02	3824	0	0
ARENA PHARMACEUTICALS INC 	COM NEW	040047607	1319	22500	SH	Put	DFND	01, 02	22500	0	0
ARES CAP CORP	COM	04010L103	330	18411	SH		DFND	01, 02	18411	0	0
ARES CAP CORP	COM	04010L103	987	55000	SH	Put	DFND	01, 02	55000	0	0
ARGAN INC	COM	04010E109	296	7300	SH	Call	DFND	01, 02	7300	0	0
ARISTA NETWORKS INC	COM	040413106	5222	20113	SH		DFND	01, 02	20113	0	0
ARISTA NETWORKS INC	COM	040413106	5011	19300	SH	Call	DFND	01, 02	19300	0	0
ARISTA NETWORKS INC	COM	040413106	25780	99300	SH	Put	DFND	01, 02	99300	0	0
ARLO TECHNOLOGIES INC	COM	04206A101	214	53332	SH		DFND	01, 02	53332	0	0
ARLO TECHNOLOGIES INC	COM	04206A101	160	40000	SH	Put	DFND	01, 02	40000	0	0
ARMOUR RESIDENTIAL REIT INC 	COM NEW	042315507	369	19771	SH		DFND	01, 02	19771	0	0
ARMOUR RESIDENTIAL REIT INC 	COM NEW	042315507	3294	176700	SH	Put	DFND	01, 02	176700	0	0
ARMSTRONG WORLD INDS INC NEW 	COM	04247X102	17797	183100	SH	Call	DFND	01, 02	183100	0	0
ARMSTRONG WORLD INDS INC NEW 	COM	04247X102	5647	58100	SH	Put	DFND	01, 02	58100	0	0
ARRAY BIOPHARMA INC 	COM	04269X105	685	14781	SH		DFND	01, 02	14781	0	0
ARRAY BIOPHARMA INC 	COM	04269X105	8038	173500	SH	Put	DFND	01, 02	173500	0	0
ARROW ELECTRS INC 	COM	042735100	216	3035	SH		DFND	01, 02	3035	0	0
ARROW ELECTRS INC 	COM	042735100	207	2900	SH	Call	DFND	01, 02	2900	0	0
ARROW ELECTRS INC 	COM	042735100	3713	52100	SH	Put	DFND	01, 02	52100	0	0
ASBURY AUTOMOTIVE GROUP INC	COM	043436104	1365	16180	SH		DFND	01, 02	16180	0	0
ASGN INC	COM	00191U102	358	5900	SH	Call	DFND	01, 02	5900	0	0
ASHFORD HOSPITALITY TR INC 	COM SHS	044103109	42	14100	SH		DFND	01, 02	14100	0	0
ASHFORD HOSPITALITY TR INC 	COM SHS	044103109	42	14100	SH	Put	DFND	01, 02	14100	0	0
ASHLAND GLOBAL HLDGS INC	COM	044186104	4141	51776	SH		DFND	01, 02	51776	0	0
ASHLAND GLOBAL HLDGS INC	COM	044186104	1799	22500	SH	Call	DFND	01, 02	22500	0	0
ASHLAND GLOBAL HLDGS INC	COM	044186104	352	4400	SH	Put	DFND	01, 02	4400	0	0
ASML HOLDING N V 	N Y REGISTRY SHS	N07059210	7236	34800	SH	Call	DFND	01, 02	34800	0	0
ASML HOLDING N V 	N Y REGISTRY SHS	N07059210	10001	48100	SH	Put	DFND	01, 02	48100	0	0
ASPEN TECHNOLOGY INC 	COM	045327103	2411	19400	SH	Call	DFND	01, 02	19400	0	0
ASSURED GUARANTY LTD 	COM	G0585R106	750	17822	SH		DFND	01, 02	17822	0	0
ASSURED GUARANTY LTD 	COM	G0585R106	1216	28900	SH	Call	DFND	01, 02	28900	0	0
ASSURED GUARANTY LTD 	COM	G0585R106	5504	130800	SH	Put	DFND	01, 02	130800	0	0
ASTRAZENECA PLC 	SPONSORED ADR	046353108	10807	261800	SH	Call	DFND	01, 02	261800	0	0
ASTRAZENECA PLC 	SPONSORED ADR	046353108	5139	124500	SH	Put	DFND	01, 02	124500	0	0
AT&T INC 	COM	00206R102	1967	58700	SH	Call	DFND	01, 02	58700	0	0
AT&T INC 	COM	00206R102	844	25200	SH	Put	DFND	01, 02	25200	0	0
ATHENE HLDG LTD 	CL A	G0684D107	5029	116800	SH	Call	DFND	01, 02	116800	0	0
ATKORE INTL GROUP INC	COM	047649108	490	18926	SH		DFND	01, 02	18926	0	0
ATLANTIC PWR CORP 	COM NEW	04878Q863	26	10615	SH		DFND	01, 02	10615	0	0
ATLANTIC PWR CORP 	COM NEW	04878Q863	63	26000	SH	Call	DFND	01, 02	26000	0	0
ATLANTIC PWR CORP 	COM NEW	04878Q863	130	53700	SH	Put	DFND	01, 02	53700	0	0
ATLAS AIR WORLDWIDE HLDGS IN 	COM NEW	049164205	136	3051	SH		DFND	01, 02	3051	0	0
ATLAS AIR WORLDWIDE HLDGS IN 	COM NEW	049164205	58	1300	SH	Call	DFND	01, 02	1300	0	0
ATLAS AIR WORLDWIDE HLDGS IN 	COM NEW	049164205	745	16700	SH	Put	DFND	01, 02	16700	0	0
ATLASSIAN CORP PLC 	CL A	G06242104	20136	153900	SH	Call	DFND	01, 02	153900	0	0
ATLASSIAN CORP PLC 	CL A	G06242104	14850	113500	SH	Put	DFND	01, 02	113500	0	0
ATN INTL INC 	COM	00215F107	218	3775	SH		DFND	01, 02	3775	0	0
ATN INTL INC 	COM	00215F107	520	9000	SH	Put	DFND	01, 02	9000	0	0
AUDIOCODES LTD 	ORD	M15342104	446	28818	SH		DFND	01, 02	28818	0	0
AUDIOCODES LTD 	ORD	M15342104	390	25200	SH	Call	DFND	01, 02	25200	0	0
AUDIOCODES LTD 	ORD	M15342104	605	39100	SH	Put	DFND	01, 02	39100	0	0
AUTODESK INC 	COM	052769106	21063	129300	SH	Call	DFND	01, 02	129300	0	0
AUTODESK INC 	COM	052769106	9839	60400	SH	Put	DFND	01, 02	60400	0	0
AUTOLIV INC 	COM	052800109	374	5311	SH		DFND	01, 02	5311	0	0
AUTOLIV INC 	COM	052800109	176	2500	SH	Call	DFND	01, 02	2500	0	0
AUTOLIV INC 	COM	052800109	1290	18300	SH	Put	DFND	01, 02	18300	0	0
AUTOMATIC DATA PROCESSING IN 	COM	053015103	1989	12029	SH		DFND	01, 02	12029	0	0
AUTOMATIC DATA PROCESSING IN 	COM	053015103	827	5000	SH	Call	DFND	01, 02	5000	0	0
AUTOMATIC DATA PROCESSING IN 	COM	053015103	397	2400	SH	Put	DFND	01, 02	2400	0	0
AUTOZONE INC 	COM	053332102	4344	3951	SH		DFND	01, 02	3951	0	0
AUTOZONE INC 	COM	053332102	6047	5500	SH	Call	DFND	01, 02	5500	0	0
AUTOZONE INC 	COM	053332102	8466	7700	SH	Put	DFND	01, 02	7700	0	0
AVALARA INC	COM	05338G106	758	10500	SH	Call	DFND	01, 02	10500	0	0
AVALONBAY CMNTYS INC 	COM	053484101	2926	14400	SH	Call	DFND	01, 02	14400	0	0
AVALONBAY CMNTYS INC 	COM	053484101	670	3300	SH	Put	DFND	01, 02	3300	0	0
AVAYA HLDGS CORP	COM	05351X101	436	36593	SH		DFND	01, 02	36593	0	0
AVERY DENNISON CORP	COM	053611109	613	5300	SH	Call	DFND	01, 02	5300	0	0
AVERY DENNISON CORP	COM	053611109	3031	26200	SH	Put	DFND	01, 02	26200	0	0
AVID TECHNOLOGY INC 	COM	05367P100	268	29409	SH		DFND	01, 02	29409	0	0
AVID TECHNOLOGY INC 	COM	05367P100	46	5000	SH	Call	DFND	01, 02	5000	0	0
AVIS BUDGET GROUP INC	COM	053774105	5661	161000	SH	Call	DFND	01, 02	161000	0	0
AVIS BUDGET GROUP INC	COM	053774105	23350	664100	SH	Put	DFND	01, 02	664100	0	0
AXALTA COATING SYS LTD 	COM	G0750C108	759	25500	SH	Call	DFND	01, 02	25500	0	0
AXALTA COATING SYS LTD 	COM	G0750C108	18	600	SH	Put	DFND	01, 02	600	0	0
AXCELIS TECHNOLOGIES INC 	COM NEW	054540208	169	11227	SH		DFND	01, 02	11227	0	0
AXCELIS TECHNOLOGIES INC 	COM NEW	054540208	114	7600	SH	Call	DFND	01, 02	7600	0	0
AXCELIS TECHNOLOGIES INC 	COM NEW	054540208	662	44000	SH	Put	DFND	01, 02	44000	0	0
AXOGEN INC	COM	05463X106	19	967	SH		DFND	01, 02	967	0	0
AXOGEN INC	COM	05463X106	6	300	SH	Call	DFND	01, 02	300	0	0
AXOGEN INC	COM	05463X106	305	15400	SH	Put	DFND	01, 02	15400	0	0
AXON ENTERPRISE INC	COM	05464C101	978	15228	SH		DFND	01, 02	15228	0	0
AXON ENTERPRISE INC	COM	05464C101	1387	21600	SH	Call	DFND	01, 02	21600	0	0
AXON ENTERPRISE INC	COM	05464C101	2819	43900	SH	Put	DFND	01, 02	43900	0	0
AZUL S A 	SPONSR ADR PFD	05501U106	244	7294	SH		DFND	01, 02	7294	0	0
AZUL S A 	SPONSR ADR PFD	05501U106	913	27300	SH	Call	DFND	01, 02	27300	0	0
AZUL S A 	SPONSR ADR PFD	05501U106	7611	227600	SH	Put	DFND	01, 02	227600	0	0
B2GOLD CORP 	COM	11777Q209	43	14200	SH	Call	DFND	01, 02	14200	0	0
B2GOLD CORP 	COM	11777Q209	61	20000	SH	Put	DFND	01, 02	20000	0	0
BAIDU INC	SPON ADR REP A	056752108	18274	155705	SH		DFND	01, 02	155705	0	0
BAIDU INC	SPON ADR REP A	056752108	516	4400	SH	Call	DFND	01, 02	4400	0	0
BAIDU INC	SPON ADR REP A	056752108	21254	181100	SH	Put	DFND	01, 02	181100	0	0
BAKER HUGHES A GE CO 	CL A	05722G100	2308	93700	SH	Call	DFND	01, 02	93700	0	0
BAKER HUGHES A GE CO 	CL A	05722G100	1847	75000	SH	Put	DFND	01, 02	75000	0	0
BALL CORP 	COM	058498106	34652	495100	SH	Call	DFND	01, 02	495100	0	0
BALL CORP 	COM	058498106	21963	313800	SH	Put	DFND	01, 02	313800	0	0
BANC OF CALIFORNIA INC 	COM	05990K106	991	70911	SH		DFND	01, 02	70911	0	0
BANC OF CALIFORNIA INC 	COM	05990K106	24	1700	SH	Call	DFND	01, 02	1700	0	0
BANC OF CALIFORNIA INC 	COM	05990K106	6007	430000	SH	Put	DFND	01, 02	430000	0	0
BANCO BRADESCO S A	SP ADR PFD NEW	059460303	4714	480000	SH	Call	DFND	01, 02	480000	0	0
BANCO BRADESCO S A	SP ADR PFD NEW	059460303	38881	3959380	SH	Put	DFND	01, 02	3959380	0	0
BANCO SANTANDER SA 	ADR	05964H105	16	3588	SH		DFND	01, 02	3588	0	0
BANCO SANTANDER SA 	ADR	05964H105	69	15000	SH	Put	DFND	01, 02	15000	0	0
BANK AMER CORP 	COM	060505104	19160	660702	SH		DFND	01, 02	660702	0	0
BANK AMER CORP 	COM	060505104	6389	220300	SH	Call	DFND	01, 02	220300	0	0
BANK AMER CORP 	COM	060505104	23215	800500	SH	Put	DFND	01, 02	800500	0	0
BANK HAWAII CORP 	COM	062540109	332	4000	SH	Call	DFND	01, 02	4000	0	0
BANK NEW YORK MELLON CORP 	COM	064058100	927	21000	SH	Call	DFND	01, 02	21000	0	0
BANK NEW YORK MELLON CORP 	COM	064058100	102	2300	SH	Put	DFND	01, 02	2300	0	0
BANKUNITED INC 	COM	06652K103	571	16929	SH		DFND	01, 02	16929	0	0
BAOZUN INC 	SPONSORED ADR	06684L103	2338	46900	SH	Call	DFND	01, 02	46900	0	0
BAOZUN INC 	SPONSORED ADR	06684L103	2638	52900	SH	Put	DFND	01, 02	52900	0	0
BARCLAYS PLC 	ADR	06738E204	135	17690	SH		DFND	01, 02	17690	0	0
BARCLAYS PLC 	ADR	06738E204	6	800	SH	Put	DFND	01, 02	800	0	0
BARINGS BDC INC	COM	06759L103	51	5175	SH		DFND	01, 02	5175	0	0
BARINGS BDC INC	COM	06759L103	105	10700	SH	Put	DFND	01, 02	10700	0	0
BARNES & NOBLE ED INC	COM	06777U101	25	7446	SH		DFND	01, 02	7446	0	0
BARNES & NOBLE ED INC	COM	06777U101	43	12900	SH	Put	DFND	01, 02	12900	0	0
BARRICK GOLD CORPORATION 	COM	067901108	3309	209807	SH		DFND	01, 02	209807	0	0
BARRICK GOLD CORPORATION 	COM	067901108	7563	479600	SH	Call	DFND	01, 02	479600	0	0
BARRICK GOLD CORPORATION 	COM	067901108	18594	1179100	SH	Put	DFND	01, 02	1179100	0	0
BAUSCH HEALTH COS INC 	COM	071734107	27538	1091900	SH	Call	DFND	01, 02	1091900	0	0
BAUSCH HEALTH COS INC 	COM	071734107	36859	1461500	SH	Put	DFND	01, 02	1461500	0	0
BAXTER INTL INC 	COM	071813109	590	7210	SH		DFND	01, 02	7210	0	0
BAXTER INTL INC 	COM	071813109	1949	23800	SH	Call	DFND	01, 02	23800	0	0
BAXTER INTL INC 	COM	071813109	8796	107400	SH	Put	DFND	01, 02	107400	0	0
BCB BANCORP INC 	COM	055298103	159	11500	SH	Call	DFND	01, 02	11500	0	0
BCE INC 	COM NEW	05534B760	2943	64700	SH	Call	DFND	01, 02	64700	0	0
BECTON DICKINSON & CO 	COM	075887109	18926	75100	SH	Call	DFND	01, 02	75100	0	0
BECTON DICKINSON & CO 	COM	075887109	378	1500	SH	Put	DFND	01, 02	1500	0	0
BED BATH & BEYOND INC	COM	075896100	6	500	SH	Call	DFND	01, 02	500	0	0
BED BATH & BEYOND INC	COM	075896100	1079	92900	SH	Put	DFND	01, 02	92900	0	0
BEIGENE LTD 	SPONSORED ADR	07725L102	211	1706	SH		DFND	01, 02	1706	0	0
BEIGENE LTD 	SPONSORED ADR	07725L102	496	4000	SH	Put	DFND	01, 02	4000	0	0
BELDEN INC 	COM	077454106	770	12918	SH		DFND	01, 02	12918	0	0
BENEFITFOCUS INC 	COM	08180D106	320	11780	SH		DFND	01, 02	11780	0	0
BENEFITFOCUS INC 	COM	08180D106	272	10000	SH	Call	DFND	01, 02	10000	0	0
BENEFITFOCUS INC 	COM	08180D106	869	32000	SH	Put	DFND	01, 02	32000	0	0
BERKSHIRE HATHAWAY INC DEL 	CL B NEW	084670702	8080	37903	SH		DFND	01, 02	37903	0	0
BERKSHIRE HATHAWAY INC DEL 	CL B NEW	084670702	11959	56100	SH	Call	DFND	01, 02	56100	0	0
BERKSHIRE HATHAWAY INC DEL 	CL B NEW	084670702	1492	7000	SH	Put	DFND	01, 02	7000	0	0
BERRY GLOBAL GROUP INC 	COM	08579W103	5137	97673	SH		DFND	01, 02	97673	0	0
BERRY GLOBAL GROUP INC 	COM	08579W103	11002	209200	SH	Call	DFND	01, 02	209200	0	0
BERRY GLOBAL GROUP INC 	COM	08579W103	4249	80800	SH	Put	DFND	01, 02	80800	0	0
BEST BUY INC 	COM	086516101	7907	113400	SH	Call	DFND	01, 02	113400	0	0
BEST BUY INC 	COM	086516101	251	3600	SH	Put	DFND	01, 02	3600	0	0
BEST INC	SPONSORED ADS	08653C106	97	17606	SH		DFND	01, 02	17606	0	0
BHP GROUP LTD	SPONSORED ADS	088606108	2426	41755	SH		DFND	01, 02	41755	0	0
BHP GROUP LTD	SPONSORED ADS	088606108	8641	148700	SH	Call	DFND	01, 02	148700	0	0
BHP GROUP LTD	SPONSORED ADS	088606108	4695	80800	SH	Put	DFND	01, 02	80800	0	0
BHP GROUP PLC	SPONSORED ADR	05545E209	152	2972	SH		DFND	01, 02	2972	0	0
BHP GROUP PLC 	SPONSORED ADR	05545E209	10	200	SH	Call	DFND	01, 02	200	0	0
BHP GROUP PLC	SPONSORED ADR	05545E209	296	5800	SH	Put	DFND	01, 02	5800	0	0
BIG 5 SPORTING GOODS CORP	COM	08915P101	13	6504	SH		DFND	01, 02	6504	0	0
BIG 5 SPORTING GOODS CORP	COM	08915P101	33	17000	SH	Put	DFND	01, 02	17000	0	0
BIG LOTS INC 	COM	089302103	160	5600	SH	Call	DFND	01, 02	5600	0	0
BIG LOTS INC 	COM	089302103	172	6000	SH	Put	DFND	01, 02	6000	0	0
BILIBILI INC SPONS ADS REP Z	ADR	090040106	1090	67000	SH	Put	DFND	01, 02	67000	0	0
BIO TECHNE CORP 	COM	09073M104	356	1707	SH		DFND	01, 02	1707	0	0
BIO TECHNE CORP 	COM	09073M104	42	200	SH	Call	DFND	01, 02	200	0	0
BIO TECHNE CORP 	COM	09073M104	1501	7200	SH	Put	DFND	01, 02	7200	0	0
BIOGEN INC 	COM	09062X103	12599	53870	SH		DFND	01, 02	53870	0	0
BIOGEN INC 	COM	09062X103	11694	50000	SH	Call	DFND	01, 02	50000	0	0
BIOGEN INC 	COM	09062X103	32321	138200	SH	Put	DFND	01, 02	138200	0	0
BIOMARIN PHARMACEUTICAL INC 	COM	09061G101	1183	13809	SH		DFND	01, 02	13809	0	0
BIOMARIN PHARMACEUTICAL INC 	COM	09061G101	188	2200	SH	Call	DFND	01, 02	2200	0	0
BIOMARIN PHARMACEUTICAL INC 	COM	09061G101	7948	92800	SH	Put	DFND	01, 02	92800	0	0
BIOTELEMETRY INC 	COM	090672106	149	3100	SH	Call	DFND	01, 02	3100	0	0
BIOTELEMETRY INC 	COM	090672106	2292	47600	SH	Put	DFND	01, 02	47600	0	0
BITAUTO HLDGS LTD	SPONSORED ADS	091727107	1541	147213	SH		DFND	01, 02	147213	0	0
BITAUTO HLDGS LTD	SPONSORED ADS	091727107	749	71500	SH	Call	DFND	01, 02	71500	0	0
BITAUTO HLDGS LTD	SPONSORED ADS	091727107	4819	460300	SH	Put	DFND	01, 02	460300	0	0
BJS WHSL CLUB HLDGS INC	COM	05550J101	712	26963	SH		DFND	01, 02	26963	0	0
BLACK KNIGHT INC 	COM	09215C105	950	15800	SH	Call	DFND	01, 02	15800	0	0
BLACK KNIGHT INC 	COM	09215C105	656	10900	SH	Put	DFND	01, 02	10900	0	0
BLACK STONE MINERALS L P 	COM UNIT	09225M101	117	7547	SH		DFND	01, 02	7547	0	0
BLACK STONE MINERALS L P 	COM UNIT	09225M101	835	53900	SH	Put	DFND	01, 02	53900	0	0
BLACKBAUD INC 	COM	09227Q100	242	2900	SH	Call	DFND	01, 02	2900	0	0
BLACKBAUD INC 	COM	09227Q100	384	4600	SH	Put	DFND	01, 02	4600	0	0
BLACKBERRY LTD 	COM	09228F103	6633	889187	SH		DFND	01, 02	889187	0	0
BLACKBERRY LTD 	COM	09228F103	345	46200	SH	Call	DFND	01, 02	46200	0	0
BLACKBERRY LTD 	COM	09228F103	12146	1628100	SH	Put	DFND	01, 02	1628100	0	0
BLACKROCK INC 	COM	09247X101	14454	30798	SH		DFND	01, 02	30798	0	0
BLACKROCK INC 	COM	09247X101	3801	8100	SH	Call	DFND	01, 02	8100	0	0
BLACKROCK INC 	COM	09247X101	30223	64400	SH	Put	DFND	01, 02	64400	0	0
BLACKSTONE GROUP L P 	COM UNIT LTD	09253U108	14636	329500	SH	Call	DFND	01, 02	329500	0	0
BLACKSTONE GROUP L P 	COM UNIT LTD	09253U108	2976	67000	SH	Put	DFND	01, 02	67000	0	0
BLOCK H & R INC	COM	093671105	944	32213	SH		DFND	01, 02	32213	0	0
BLOCK H & R INC	COM	093671105	3	100	SH	Put	DFND	01, 02	100	0	0
BLUEBIRD BIO INC 	COM	09609G100	891	7005	SH		DFND	01, 02	7005	0	0
BLUEBIRD BIO INC 	COM	09609G100	25	200	SH	Call	DFND	01, 02	200	0	0
BLUEBIRD BIO INC 	COM	09609G100	2022	15900	SH	Put	DFND	01, 02	15900	0	0
BLUELINX HLDGS INC 	COM NEW	09624H208	222	11200	SH	Call	DFND	01, 02	11200	0	0
BMC STK HLDGS INC 	COM	05591B109	1713	80800	SH	Call	DFND	01, 02	80800	0	0
BMC STK HLDGS INC 	COM	05591B109	233	11000	SH	Put	DFND	01, 02	11000	0	0
BOEING CO 	COM	097023105	23221	63793	SH		DFND	01, 02	63793	0	0
BOEING CO 	COM	097023105	117175	321900	SH	Call	DFND	01, 02	321900	0	0
BOEING CO 	COM	097023105	79027	217100	SH	Put	DFND	01, 02	217100	0	0
BOK FINL CORP 	COM NEW	05561Q201	369	4889	SH		DFND	01, 02	4889	0	0
BOK FINL CORP 	COM NEW	05561Q201	106	1400	SH	Put	DFND	01, 02	1400	0	0
BOOKING HLDGS INC	COM	09857L108	14810	7900	SH	Call	DFND	01, 02	7900	0	0
BOOKING HLDGS INC	COM	09857L108	9936	5300	SH	Put	DFND	01, 02	5300	0	0
BOOT BARN HLDGS INC 	COM	099406100	1155	32400	SH	Call	DFND	01, 02	32400	0	0
BOOT BARN HLDGS INC 	COM	099406100	3012	84500	SH	Put	DFND	01, 02	84500	0	0
BOOZ ALLEN HAMILTON HLDG COR 	CL A	099502106	2320	35033	SH		DFND	01, 02	35033	0	0
BOOZ ALLEN HAMILTON HLDG COR 	CL A	099502106	318	4800	SH	Call	DFND	01, 02	4800	0	0
BORGWARNER INC 	COM	099724106	596	14200	SH	Call	DFND	01, 02	14200	0	0
BOSTON BEER INC 	CL A	100557107	876	2318	SH		DFND	01, 02	2318	0	0
BOSTON BEER INC 	CL A	100557107	10200	27000	SH	Call	DFND	01, 02	27000	0	0
BOSTON BEER INC 	CL A	100557107	1511	4000	SH	Put	DFND	01, 02	4000	0	0
BOSTON PROPERTIES INC 	COM	101121101	561	4351	SH		DFND	01, 02	4351	0	0
BOSTON PROPERTIES INC 	COM	101121101	129	1000	SH	Put	DFND	01, 02	1000	0	0
BOSTON SCIENTIFIC CORP 	COM	101137107	2484	57792	SH		DFND	01, 02	57792	0	0
BOSTON SCIENTIFIC CORP 	COM	101137107	4762	110800	SH	Call	DFND	01, 02	110800	0	0
BOSTON SCIENTIFIC CORP 	COM	101137107	2686	62500	SH	Put	DFND	01, 02	62500	0	0
BOTTOMLINE TECH DEL INC 	COM	101388106	770	17412	SH		DFND	01, 02	17412	0	0
BOX INC 	CL A	10316T104	2627	149169	SH		DFND	01, 02	149169	0	0
BOX INC 	CL A	10316T104	1205	68400	SH	Call	DFND	01, 02	68400	0	0
BOX INC 	CL A	10316T104	14652	832000	SH	Put	DFND	01, 02	832000	0	0
BOYD GAMING CORP 	COM	103304101	1654	61378	SH		DFND	01, 02	61378	0	0
BOYD GAMING CORP 	COM	103304101	1258	46700	SH	Call	DFND	01, 02	46700	0	0
BOYD GAMING CORP 	COM	103304101	5488	203700	SH	Put	DFND	01, 02	203700	0	0
BP PLC 	SPONSORED ADR	055622104	5563	133400	SH	Call	DFND	01, 02	133400	0	0
BP PLC 	SPONSORED ADR	055622104	2552	61200	SH	Put	DFND	01, 02	61200	0	0
BRADY CORP 	CL A	104674106	249	5045	SH		DFND	01, 02	5045	0	0
BRF SA 	SPONSORED ADR	10552T107	3276	431100	SH	Call	DFND	01, 02	431100	0	0
BRIGHT HORIZONS FAM SOL IN D 	COM	109194100	7242	48000	SH	Call	DFND	01, 02	48000	0	0
BRIGHTHOUSE FINL INC 	COM	10922N103	213	5818	SH		DFND	01, 02	5818	0	0
BRIGHTHOUSE FINL INC 	COM	10922N103	1655	45100	SH	Call	DFND	01, 02	45100	0	0
BRIGHTHOUSE FINL INC 	COM	10922N103	3643	99300	SH	Put	DFND	01, 02	99300	0	0
BRINKER INTL INC 	COM	109641100	3060	77754	SH		DFND	01, 02	77754	0	0
BRINKER INTL INC 	COM	109641100	4	100	SH	Call	DFND	01, 02	100	0	0
BRINKER INTL INC 	COM	109641100	6154	156400	SH	Put	DFND	01, 02	156400	0	0
BRINKS CO 	COM	109696104	642	7911	SH		DFND	01, 02	7911	0	0
BRINKS CO 	COM	109696104	41	500	SH	Put	DFND	01, 02	500	0	0
BRISTOL MYERS SQUIBB CO 	COM	110122108	9471	208849	SH		DFND	01, 02	208849	0	0
BRISTOL MYERS SQUIBB CO 	COM	110122108	3837	84600	SH	Call	DFND	01, 02	84600	0	0
BRISTOL MYERS SQUIBB CO 	COM	110122108	22244	490500	SH	Put	DFND	01, 02	490500	0	0
BRITISH AMERN TOB PLC	SPONSORED ADR	110448107	2301	65981	SH		DFND	01, 02	65981	0	0
BRIXMOR PPTY GROUP INC 	COM	11120U105	128	7144	SH		DFND	01, 02	7144	0	0
BRIXMOR PPTY GROUP INC 	COM	11120U105	333	18600	SH	Call	DFND	01, 02	18600	0	0
BRIXMOR PPTY GROUP INC 	COM	11120U105	962	53800	SH	Put	DFND	01, 02	53800	0	0
BROADCOM INC	COM	11135F101	5702	19807	SH		DFND	01, 02	19807	0	0
BROADCOM INC	COM	11135F101	24641	85600	SH	Call	DFND	01, 02	85600	0	0
BROADCOM INC	COM	11135F101	14163	49200	SH	Put	DFND	01, 02	49200	0	0
BROADRIDGE FINL SOLUTIONS IN 	COM	11133T103	5610	43938	SH		DFND	01, 02	43938	0	0
BROADRIDGE FINL SOLUTIONS IN 	COM	11133T103	38	300	SH	Put	DFND	01, 02	300	0	0
BROOKFIELD PROPERTY PARTRS L 	UNIT LTD PARTN	G16249107	59	3101	SH		DFND	01, 02	3101	0	0
BROOKFIELD PROPERTY PARTRS L 	UNIT LTD PARTN	G16249107	1509	79700	SH	Put	DFND	01, 02	79700	0	0
BROOKLINE BANCORP INC DEL 	COM	11373M107	156	10137	SH		DFND	01, 02	10137	0	0
BROOKS AUTOMATION INC 	COM	114340102	926	23900	SH	Call	DFND	01, 02	23900	0	0
BROOKS AUTOMATION INC 	COM	114340102	779	20100	SH	Put	DFND	01, 02	20100	0	0
BROWN FORMAN CORP	CL B	115637209	554	10000	SH	Call	DFND	01, 02	10000	0	0
BRUNSWICK CORP	COM	117043109	286	6233	SH		DFND	01, 02	6233	0	0
BRUNSWICK CORP	COM	117043109	96	2100	SH	Call	DFND	01, 02	2100	0	0
BRUNSWICK CORP	COM	117043109	1496	32600	SH	Put	DFND	01, 02	32600	0	0
BUNGE LIMITED	COM	G16962105	3131	56200	SH		DFND	01, 02	56200	0	0
BUNGE LIMITED	COM	G16962105	306	5500	SH	Call	DFND	01, 02	5500	0	0
BUNGE LIMITED	COM	G16962105	2173	39000	SH	Put	DFND	01, 02	39000	0	0
BURLINGTON STORES INC 	COM	122017106	3181	18698	SH		DFND	01, 02	18698	0	0
BURLINGTON STORES INC 	COM	122017106	11349	66700	SH	Call	DFND	01, 02	66700	0	0
BURLINGTON STORES INC 	COM	122017106	26577	156200	SH	Put	DFND	01, 02	156200	0	0
BWX TECHNOLOGIES INC	COM	05605H100	552	10600	SH	Call	DFND	01, 02	10600	0	0
C H ROBINSON WORLDWIDE INC 	COM NEW	12541W209	7026	83300	SH	Call	DFND	01, 02	83300	0	0
C H ROBINSON WORLDWIDE INC 	COM NEW	12541W209	2033	24100	SH	Put	DFND	01, 02	24100	0	0
CABOT CORP	COM	127055101	1827	38300	SH	Call	DFND	01, 02	38300	0	0
CABOT CORP	COM	127055101	1169	24500	SH	Put	DFND	01, 02	24500	0	0
CABOT MICROELECTRONICS CORP 	COM	12709P103	1134	10300	SH	Call	DFND	01, 02	10300	0	0
CABOT OIL & GAS CORP 	COM	127097103	1148	50000	SH	Call	DFND	01, 02	50000	0	0
CABOT OIL & GAS CORP 	COM	127097103	8151	355000	SH	Put	DFND	01, 02	355000	0	0
CACI INTL INC 	CL A	127190304	363	1774	SH		DFND	01, 02	1774	0	0
CACI INTL INC 	CL A	127190304	1064	5200	SH	Put	DFND	01, 02	5200	0	0
CADENCE BANCORPORATION 	CL A	12739A100	150	7216	SH		DFND	01, 02	7216	0	0
CADENCE BANCORPORATION 	CL A	12739A100	285	13700	SH	Call	DFND	01, 02	13700	0	0
CADENCE BANCORPORATION 	CL A	12739A100	60	2900	SH	Put	DFND	01, 02	2900	0	0
CADENCE DESIGN SYSTEM INC 	COM	127387108	21385	302000	SH	Call	DFND	01, 02	302000	0	0
CADENCE DESIGN SYSTEM INC 	COM	127387108	4737	66900	SH	Put	DFND	01, 02	66900	0	0
CAESARS ENTMT CORP 	COM	127686103	850	71905	SH		DFND	01, 02	71905	0	0
